loan_id,customer_id,loan_amount,interest_rate,repayment_term
30363,37411,70293.36,0.0503,1
30364,9829,93140.15,0.0616,4
30365,81097,14273.69,0.0865,4
30366,79902,99981.54,0.0821,5
30367,37968,36729.55,0.058,1
30368,60579,91838.28,0.068,5
30369,66574,64241.37,0.0893,4
30370,33371,98374.24,0.0745,2
30371,4120,6886.0,0.089,5
30372,19602,72224.06,0.0873,4
30373,59292,10951.95,0.0789,5
30374,87258,8124.36,0.0989,1
30375,92710,60466.97,0.0548,4
30376,26366,60762.92,0.0929,3
30377,68065,76746.38,0.0514,4
30378,87523,26890.17,0.085,5
30379,18941,42600.7,0.0623,1
30380,53206,89478.83,0.0821,4
30381,25031,29208.26,0.0694,5
30382,16227,10179.31,0.0691,4
30383,1949,13863.09,0.0987,4
30384,67680,64198.64,0.0807,3
30385,98751,93888.51,0.0557,5
30386,95832,38423.52,0.0901,4
30387,48190,98459.26,0.0818,5
30388,70604,50530.12,0.058,4
30389,78541,50605.51,0.0971,4
30390,33686,81094.55,0.0668,1
30391,43046,7349.1,0.0654,5
30392,13608,4406.45,0.0729,5
30393,27233,1885.61,0.0721,3
30394,27481,64851.87,0.0782,3
30395,84076,68402.64,0.0939,3
30396,2784,94540.13,0.0684,3
30397,67681,31962.27,0.0793,4
30398,60996,19958.97,0.0673,3
30399,60677,61940.64,0.0618,4
30400,16199,23294.62,0.0748,4
30401,14057,62510.4,0.0919,4
30402,98248,54116.32,0.0586,4
30403,43711,86602.6,0.0645,2
30404,77809,29277.45,0.058,2
30405,7707,74740.95,0.0895,2
30406,46596,97358.76,0.0532,4
30407,35413,21207.47,0.0607,2
30408,70316,40778.28,0.0862,1
30409,25534,18698.45,0.0573,3
30410,3679,90898.18,0.05,5
30411,39247,80378.7,0.0962,5
30412,19889,44053.53,0.06,4
30413,77901,80778.93,0.0976,5
30414,56795,85115.47,0.0542,3
30415,35713,74534.99,0.0767,2
30416,52431,19466.98,0.094,3
30417,80100,33001.87,0.0888,5
30418,25680,59047.08,0.0882,1
30419,22305,90748.02,0.0721,1
30420,68731,72909.42,0.0659,2
30421,71366,11496.82,0.0961,5
30422,73547,26340.02,0.0722,3
30423,60745,12435.56,0.0806,5
30424,77750,49281.84,0.0611,4
30425,50316,41981.72,0.0528,4
30426,71934,98906.51,0.0529,5
30427,73920,36589.47,0.0625,1
30428,23609,51170.42,0.0832,1
30429,8413,81829.17,0.0707,5
30430,13225,88869.82,0.0687,2
30431,5908,14293.44,0.0564,1
30432,67469,77740.3,0.0915,3
30433,5357,17707.2,0.0514,1
30434,11306,41859.7,0.0831,1
30435,95094,95005.49,0.0711,2
30436,72006,22567.07,0.0576,2
30437,57167,73166.2,0.0683,4
30438,43734,44268.68,0.0776,2
30439,87766,88294.92,0.0919,1
30440,29426,92520.14,0.0999,5
30441,5441,4683.92,0.0574,2
30442,77673,1764.48,0.0545,4
30443,50379,3883.0,0.0792,3
30444,64648,71053.25,0.0736,4
30445,31891,38158.36,0.0623,4
30446,25396,76315.84,0.0637,3
30447,99001,66615.46,0.0988,5
30448,41881,61022.77,0.0648,3
30449,49440,79818.55,0.092,1
30450,2004,9056.3,0.0985,2
30451,86653,96090.94,0.0716,4
30452,58923,82175.66,0.0944,2
30453,67686,49506.82,0.0549,3
30454,51686,40358.22,0.0796,5
30455,80124,28543.18,0.071,2
30456,34554,46110.51,0.097,1
30457,5878,99331.37,0.0972,2
30458,24079,21401.69,0.0895,2
30459,25222,25570.2,0.0534,5
30460,2078,5649.28,0.0871,3
30461,10666,41862.85,0.0983,2
30462,83279,18861.39,0.0658,2
30463,62449,6057.56,0.0788,5
30464,3309,8289.8,0.0511,3
30465,96507,89144.86,0.0733,1
30466,88915,38979.56,0.0786,1
30467,48570,49607.13,0.0656,3
30468,14272,61293.23,0.0734,3
30469,53412,91451.95,0.0787,2
30470,41384,13116.71,0.0917,1
30471,83673,31785.46,0.051,5
30472,81101,38223.98,0.0936,3
30473,24831,13345.88,0.0627,4
30474,60114,41379.66,0.0816,2
30475,35420,25920.62,0.084,2
30476,83974,11656.51,0.075,3
30477,62402,6041.95,0.0513,4
30478,13827,92854.51,0.07,2
30479,40361,62018.31,0.0778,3
30480,12504,11871.54,0.074,3
30481,33784,54829.48,0.0857,2
30482,69406,10145.38,0.0969,5
30483,29540,56212.78,0.0887,2
30484,7204,75011.05,0.0598,4
30485,65789,86217.84,0.0768,3
30486,78580,41501.19,0.0612,5
30487,79528,19921.47,0.094,1
30488,34564,29215.27,0.0511,4
30489,10455,98219.62,0.0656,4
30490,88871,16926.93,0.0889,5
30491,83563,54208.08,0.09,3
30492,23944,51516.23,0.0561,2
30493,45694,81827.72,0.0831,3
30494,71327,17978.69,0.0773,4
30495,6226,91869.63,0.0695,1
30496,5534,59987.3,0.0654,1
30497,31273,28380.58,0.0563,2
30498,92223,92291.07,0.0668,3
30499,41052,63336.37,0.0895,3
30500,32375,20096.67,0.0566,2
30501,56302,56052.32,0.0893,2
30502,66704,17748.54,0.0529,5
30503,94928,76958.29,0.0973,3
30504,6183,76662.7,0.0601,1
30505,78770,56263.71,0.0588,5
30506,25634,64180.77,0.0922,1
30507,39155,46527.18,0.0702,5
30508,5753,62323.39,0.0833,3
30509,65156,67549.55,0.069,3
30510,80416,51602.59,0.0901,5
30511,7946,60743.82,0.0713,2
30512,73875,19671.11,0.0528,4
30513,49600,26490.02,0.0906,4
30514,82287,33581.55,0.0973,5
30515,57035,40524.72,0.0687,1
30516,59238,49312.83,0.0604,3
30517,62030,52435.95,0.0568,5
30518,8372,21239.8,0.0666,3
30519,69046,64322.86,0.0505,5
30520,33525,42974.63,0.0902,1
30521,35967,37116.2,0.0562,4
30522,92506,48951.75,0.0596,1
30523,79945,98563.68,0.0849,2
30524,81927,52265.34,0.0565,1
30525,93881,25788.35,0.0863,1
30526,45257,6222.34,0.0708,5
30527,30105,35916.39,0.0741,3
30528,30498,64734.52,0.0824,2
30529,93829,16193.4,0.0793,4
30530,9602,46860.2,0.0742,3
30531,13196,36706.33,0.055,3
30532,71463,69651.05,0.0974,3
30533,35511,1888.17,0.0971,5
30534,8060,77298.69,0.0897,5
30535,58194,53555.72,0.0603,4
30536,76229,66301.04,0.0653,5
30537,41765,28299.69,0.0888,4
30538,37357,34470.48,0.0606,3
30539,83031,67547.68,0.0847,3
30540,91528,84422.98,0.0931,1
30541,38153,30428.37,0.0696,1
30542,45193,93215.95,0.0996,2
30543,83986,88993.3,0.0772,2
30544,42219,6362.97,0.077,3
30545,45677,11331.81,0.0755,2
30546,11028,82120.48,0.075,4
30547,91792,71580.53,0.0906,1
30548,47785,80022.87,0.0637,5
30549,51440,77406.99,0.0794,5
30550,75517,35138.22,0.0663,2
30551,3331,95097.86,0.0654,1
30552,75575,41231.89,0.073,1
30553,26864,58321.07,0.0593,4
30554,87680,23395.57,0.071,5
30555,43742,38563.01,0.0971,5
30556,92848,87933.39,0.0863,1
30557,84691,93014.02,0.0687,3
30558,84337,37878.69,0.0754,5
30559,85897,54901.16,0.0772,1
30560,45219,6698.86,0.0698,5
30561,99535,7137.23,0.0706,2
30562,84687,45565.01,0.0565,4
30563,3233,14792.05,0.0865,4
30564,33957,71450.46,0.0851,4
30565,56973,91660.6,0.0519,4
30566,85245,33887.52,0.096,4
30567,6476,13719.56,0.0788,4
30568,85560,53171.47,0.0507,3
30569,76177,55079.08,0.0942,4
30570,88789,93435.42,0.087,3
30571,32768,24570.63,0.0842,5
30572,28529,50464.03,0.0849,3
30573,9356,94383.23,0.0836,3
30574,25290,82601.51,0.0772,1
30575,22112,91511.63,0.0609,1
30576,12931,52890.44,0.0517,2
30577,71911,57347.08,0.0504,3
30578,53231,65224.85,0.0943,3
30579,66598,40748.05,0.099,5
30580,60576,61228.04,0.0811,4
30581,39128,47695.58,0.0897,1
30582,25587,13156.9,0.087,5
30583,73459,30501.42,0.0642,3
30584,44067,66483.56,0.0681,4
30585,94232,45297.72,0.0889,3
30586,63804,79951.8,0.0822,5
30587,87842,57540.66,0.0712,1
30588,61535,88543.79,0.0819,1
30589,50175,25066.11,0.0917,3
30590,9052,39318.94,0.0874,3
30591,30927,75820.5,0.082,5
30592,13051,44266.18,0.073,2
30593,93491,3743.46,0.0534,4
30594,88413,79448.37,0.0608,2
30595,33123,86917.94,0.0815,2
30596,89762,44577.22,0.05,2
30597,10989,90633.7,0.0949,1
30598,4156,30494.23,0.0916,3
30599,83160,5622.3,0.0925,2
30600,44350,65711.51,0.1,2
30601,32383,61467.12,0.0821,2
30602,44844,5442.29,0.0979,1
30603,3713,33262.65,0.0645,1
30604,30247,26992.35,0.0653,2
30605,62421,76532.97,0.0559,1
30606,63187,90853.46,0.0629,5
30607,95201,15826.6,0.0622,4
30608,49537,63187.46,0.0804,2
30609,44464,10290.04,0.0741,2
30610,53256,26864.79,0.0926,1
30611,96134,55639.01,0.0761,2
30612,25136,46505.19,0.0908,1
30613,52252,65185.53,0.0695,4
30614,43936,24642.21,0.0919,3
30615,15425,88726.02,0.0999,3
30616,3386,30264.78,0.09,3
30617,70593,93920.35,0.0564,5
30618,34016,70722.45,0.0977,5
30619,45239,68256.06,0.0779,1
30620,6345,12528.75,0.0536,4
30621,54797,11636.06,0.0914,2
30622,78194,75130.48,0.0724,3
30623,30226,80529.28,0.0725,5
30624,90168,39783.19,0.0584,2
30625,52216,74716.72,0.079,3
30626,81602,70246.5,0.069,3
30627,65638,78065.99,0.0939,3
30628,24616,8266.68,0.0534,3
30629,75082,31906.45,0.0677,4
30630,8058,56340.79,0.06,2
30631,90416,45216.61,0.0856,4
30632,37783,48660.32,0.0671,2
30633,78142,56631.04,0.0705,2
30634,71630,56591.74,0.092,3
30635,20556,60873.89,0.0576,1
30636,77169,58757.28,0.0737,2
30637,96151,84011.48,0.0867,3
30638,60157,98090.55,0.0522,1
30639,19239,90063.28,0.0785,4
30640,80276,87158.32,0.071,5
30641,81981,18524.12,0.0989,3
30642,55101,28801.32,0.0791,2
30643,1620,90915.21,0.0828,5
30644,28442,50615.05,0.0751,4
30645,27757,54429.98,0.0665,2
30646,49261,23143.58,0.0998,3
30647,36629,95131.24,0.0985,5
30648,43102,3353.6,0.0589,3
30649,310,84286.01,0.0756,3
30650,90537,37775.54,0.0529,2
30651,10860,98688.98,0.0818,4
30652,81103,33260.97,0.0898,5
30653,18531,96558.82,0.0833,4
30654,58485,27128.57,0.0911,2
30655,6731,45619.66,0.0741,5
30656,19133,8971.41,0.0546,1
30657,81353,71073.78,0.0621,3
30658,56183,64899.85,0.0886,5
30659,94163,77514.92,0.0641,4
30660,74592,48443.68,0.0935,4
30661,26637,43582.64,0.0597,3
30662,64191,1285.22,0.0882,3
30663,46776,40317.22,0.0903,3
30664,61042,44439.26,0.0558,3
30665,65188,47213.36,0.0564,4
30666,52696,13759.24,0.0577,4
30667,60127,49580.21,0.0685,1
30668,65326,74242.26,0.0504,2
30669,4008,36910.87,0.0711,1
30670,76905,39562.72,0.0565,1
30671,52868,88239.59,0.0709,5
30672,53351,36410.97,0.0786,2
30673,71879,50119.39,0.0832,4
30674,65473,50838.36,0.0692,3
30675,48116,12143.99,0.0969,4
30676,71184,59466.18,0.0648,2
30677,44183,29851.83,0.0574,3
30678,42477,28368.58,0.0975,1
30679,25017,66714.04,0.0518,5
30680,26381,84215.98,0.0734,4
30681,86154,51913.87,0.0619,4
30682,99627,21038.81,0.0696,3
30683,94044,48047.99,0.0539,3
30684,17838,46359.12,0.0536,3
30685,12649,43118.42,0.0598,3
30686,2153,79738.56,0.0994,1
30687,76913,61442.73,0.087,4
30688,23220,11381.21,0.0834,5
30689,59548,85564.28,0.0808,4
30690,55202,37535.85,0.0896,5
30691,86543,88005.96,0.0892,2
30692,36548,11817.87,0.0601,1
30693,80391,30968.69,0.0914,5
30694,98190,45373.1,0.0684,1
30695,81741,57423.68,0.0955,2
30696,46476,65387.54,0.0873,3
30697,52076,57211.99,0.0841,5
30698,60175,49273.2,0.0871,1
30699,90321,35788.17,0.0704,3
30700,49049,94502.25,0.0945,3
30701,88019,12196.45,0.0761,1
30702,82675,93411.42,0.0733,1
30703,91362,57697.92,0.064,2
30704,48474,80982.87,0.0637,4
30705,74448,36386.69,0.0758,2
30706,48804,95560.9,0.0688,3
30707,84537,74242.86,0.0665,4
30708,56364,83138.28,0.0992,5
30709,4877,82790.03,0.0954,3
30710,11625,80403.38,0.0598,4
30711,22742,29748.3,0.0686,1
30712,17238,30254.45,0.0568,2
30713,49897,46504.54,0.0747,3
30714,44071,17302.29,0.0771,5
30715,8684,85091.15,0.0759,3
30716,83653,67686.36,0.0665,2
30717,59639,31701.4,0.0887,4
30718,99350,98480.12,0.0832,5
30719,21611,2705.48,0.0918,1
30720,24593,57939.81,0.0782,3
30721,14092,82117.59,0.0963,5
30722,7511,77515.99,0.0803,4
30723,54065,26011.09,0.0503,1
30724,3269,42275.63,0.0659,5
30725,39491,35772.25,0.0672,4
30726,78352,81620.44,0.0718,2
30727,80010,91734.83,0.0785,4
30728,25379,9320.92,0.079,2
30729,38777,47090.9,0.0765,1
30730,15125,48113.15,0.0595,5
30731,96305,83908.35,0.0825,4
30732,50047,33323.28,0.0876,4
30733,68216,70261.59,0.079,5
30734,68313,98913.35,0.0702,4
30735,70960,47815.47,0.0787,2
30736,55309,30561.99,0.0779,3
30737,29810,92971.7,0.077,4
30738,76780,97027.42,0.0788,5
30739,3603,8274.76,0.0908,5
30740,2543,69414.63,0.0685,2
30741,88119,79669.97,0.0566,2
30742,14343,51818.94,0.081,5
30743,71037,19504.44,0.0527,5
30744,52388,81495.74,0.0562,3
30745,7629,53547.18,0.0547,3
30746,28436,45249.97,0.0975,4
30747,37469,50870.36,0.0973,4
30748,91342,48480.17,0.0861,1
30749,48578,37546.88,0.0509,4
30750,79523,92060.88,0.0635,2
30751,40931,45400.62,0.0569,1
30752,18918,15094.28,0.0513,4
30753,17786,65111.97,0.07,3
30754,40889,87630.13,0.0713,1
30755,10452,33078.02,0.0706,5
30756,97663,70204.59,0.0531,2
30757,64546,35192.0,0.0968,2
30758,81320,88027.33,0.0609,1
30759,82553,26657.83,0.0989,4
30760,378,92470.28,0.073,2
30761,38722,98265.32,0.069,1
30762,86365,39766.33,0.0952,3
30763,71341,30155.77,0.0953,5
30764,35979,49250.52,0.095,1
30765,31622,87055.51,0.0648,2
30766,98888,84277.14,0.0925,5
30767,13501,2703.63,0.0562,2
30768,84720,47973.75,0.0795,2
30769,44346,67288.83,0.0843,3
30770,14339,30110.42,0.0779,1
30771,24754,8135.86,0.0719,5
30772,79284,69779.19,0.068,5
30773,36403,22557.32,0.052,4
30774,28088,24729.43,0.0875,4
30775,86178,50612.06,0.0861,3
30776,57531,92148.83,0.0558,5
30777,86566,72828.68,0.0873,3
30778,45322,22476.72,0.0899,2
30779,11699,63765.38,0.0875,1
30780,26865,53530.18,0.0792,4
30781,96950,70458.61,0.0532,5
30782,30521,39700.3,0.0547,1
30783,58838,14217.0,0.0602,2
30784,3270,20062.88,0.095,2
30785,57976,30967.15,0.0752,2
30786,91510,8157.97,0.0658,2
30787,47910,4280.41,0.0557,2
30788,80505,53103.85,0.0965,2
30789,31894,84230.91,0.0767,1
30790,87490,85670.53,0.0676,5
30791,60627,98257.02,0.0613,2
30792,3733,95346.1,0.0634,5
30793,14513,81061.84,0.0803,3
30794,26300,85255.7,0.0893,5
30795,73978,13128.16,0.0524,4
30796,94247,44461.23,0.0889,4
30797,23663,12769.41,0.0761,4
30798,32642,15346.87,0.0834,4
30799,32630,5457.96,0.0984,5
30800,27402,21207.35,0.078,4
30801,8485,46703.76,0.0753,2
30802,18450,78541.86,0.0833,5
30803,15220,41098.58,0.0986,4
30804,8034,40759.28,0.0595,3
30805,17742,24510.24,0.0942,5
30806,15637,59597.0,0.0991,2
30807,53936,99920.12,0.0658,3
30808,37387,34660.63,0.0632,2
30809,70993,75456.38,0.0862,2
30810,12473,96072.03,0.0717,3
30811,50655,73433.52,0.0743,2
30812,59231,57901.61,0.0804,1
30813,47784,17076.09,0.0822,4
30814,38139,92542.23,0.0871,2
30815,7638,60320.82,0.057,2
30816,61776,9774.24,0.0942,3
30817,85621,66063.87,0.0895,3
30818,62446,15264.56,0.083,4
30819,61882,58067.31,0.0744,3
30820,15041,53360.86,0.0591,4
30821,78781,23880.76,0.0946,1
30822,27083,6296.54,0.0924,1
30823,85693,33534.23,0.0634,5
30824,64939,40094.6,0.0814,1
30825,17341,54049.67,0.0687,3
30826,78737,79184.54,0.07,3
30827,35248,76585.94,0.0884,2
30828,99437,19158.62,0.0712,1
30829,26239,27524.87,0.0996,3
30830,20485,33388.61,0.071,5
30831,54036,66139.48,0.0992,1
30832,45672,94088.67,0.0817,1
30833,96825,73736.0,0.0531,5
30834,4621,92236.83,0.0608,5
30835,88954,2247.79,0.0702,1
30836,36654,85380.61,0.0891,4
30837,11708,65634.33,0.0635,5
30838,43822,3003.17,0.0843,2
30839,4319,37761.39,0.0786,5
30840,75969,29293.12,0.0755,4
30841,53576,10574.03,0.0671,2
30842,24626,68448.36,0.0641,2
30843,1610,57653.95,0.0775,2
30844,94011,62916.8,0.0946,2
30845,66093,31332.96,0.0608,1
30846,31937,77944.05,0.0741,1
30847,87829,37755.65,0.0693,1
30848,81926,41563.35,0.0842,2
30849,45712,72828.79,0.0504,5
30850,81391,74673.44,0.0871,1
30851,45960,53483.15,0.0697,3
30852,94490,16717.81,0.0885,5
30853,65214,77938.1,0.0932,3
30854,67314,12178.52,0.0707,5
30855,62035,19417.75,0.0972,2
30856,54718,86289.86,0.0597,2
30857,79422,8454.57,0.0579,4
30858,6561,40587.05,0.0945,3
30859,67213,95962.89,0.085,2
30860,68538,18988.28,0.1,1
30861,5904,13631.28,0.0832,5
30862,9454,90864.17,0.0902,1
30863,90059,3663.91,0.0591,3
30864,25036,43480.04,0.0565,4
30865,2449,50589.76,0.0716,2
30866,61887,72308.68,0.0717,3
30867,67280,65843.73,0.0977,1
30868,92451,64226.8,0.0581,1
30869,12840,5293.83,0.0583,3
30870,9578,97263.13,0.0672,2
30871,1063,74301.68,0.091,3
30872,33141,79262.78,0.0994,2
30873,63470,90677.64,0.0543,3
30874,92970,69980.4,0.0791,1
30875,53740,29394.85,0.0677,1
30876,44922,60175.32,0.0815,4
30877,10930,39448.42,0.0845,4
30878,21454,53412.22,0.077,4
30879,50472,5090.35,0.0608,5
30880,78875,70110.37,0.0773,4
30881,56306,86606.11,0.099,3
30882,79452,20534.9,0.0567,3
30883,24413,42317.19,0.0719,5
30884,72647,48439.85,0.0675,5
30885,85492,15068.14,0.0549,4
30886,8314,36203.21,0.0754,5
30887,4193,62006.21,0.0992,3
30888,30523,86358.58,0.06,4
30889,51487,78890.8,0.0746,4
30890,38209,66143.26,0.0605,2
30891,18141,2617.91,0.0861,4
30892,68035,32625.66,0.0624,2
30893,84755,64314.39,0.0629,4
30894,32430,40305.23,0.0739,2
30895,59286,76565.49,0.0811,5
30896,21581,5386.77,0.0913,2
30897,68298,53639.06,0.0538,4
30898,20498,65351.11,0.0797,1
30899,54652,11118.85,0.0935,3
30900,68062,73117.13,0.0719,4
30901,81524,44482.83,0.0722,2
30902,64722,30126.61,0.0773,3
30903,83126,71536.6,0.0828,5
30904,71199,67018.47,0.0679,1
30905,75984,85887.73,0.0509,3
30906,80480,35776.89,0.0934,4
30907,84110,61270.84,0.0741,1
30908,41728,63643.69,0.0523,3
30909,76523,30034.14,0.0834,2
30910,35657,43365.17,0.052,2
30911,52142,93957.48,0.084,2
30912,52068,19528.62,0.0735,1
30913,6698,57206.63,0.0899,1
30914,62095,45539.52,0.0816,5
30915,88720,5713.52,0.077,5
30916,46669,73620.37,0.0731,4
30917,28747,15570.08,0.0913,5
30918,39553,82523.97,0.0804,4
30919,24939,46003.46,0.0898,3
30920,81835,6352.62,0.0846,5
30921,39546,66971.45,0.078,5
30922,10752,44445.11,0.0833,5
30923,96706,65892.84,0.0946,3
30924,55186,67081.68,0.0548,1
30925,62085,86496.86,0.0993,1
30926,27880,59317.52,0.0915,4
30927,57034,37410.5,0.0737,4
30928,8079,73010.35,0.0719,1
30929,67652,84515.27,0.0654,5
30930,6483,70251.57,0.0548,1
30931,40212,75943.31,0.0829,4
30932,50726,67782.66,0.0593,2
30933,10777,55152.41,0.0604,2
30934,59143,50016.26,0.0608,5
30935,77337,30951.89,0.0528,3
30936,91687,76781.69,0.0587,2
30937,65874,30996.03,0.0778,5
30938,19535,84637.82,0.0999,4
30939,16269,21387.84,0.077,3
30940,8821,2004.15,0.073,1
30941,51803,13103.5,0.0585,4
30942,41485,60118.53,0.0967,4
30943,81012,45861.14,0.0812,2
30944,8914,6218.79,0.0848,5
30945,45675,37217.42,0.0948,1
30946,45966,54003.36,0.0656,5
30947,65247,75597.88,0.0708,5
30948,15256,87039.65,0.0522,3
30949,74835,98260.08,0.0791,4
30950,23309,75752.39,0.0527,3
30951,19111,8611.2,0.0991,2
30952,64942,8370.21,0.086,3
30953,6847,29364.64,0.0552,4
30954,58829,70944.78,0.0982,3
30955,30311,9128.63,0.071,3
30956,47182,25741.6,0.0511,2
30957,61858,36166.73,0.0573,1
30958,8333,80563.46,0.0774,3
30959,76150,22572.76,0.0583,4
30960,36694,32676.84,0.0928,5
30961,72486,64777.95,0.0558,5
30962,24898,93073.36,0.0726,2
30963,97654,55661.62,0.0939,1
30964,68190,12298.21,0.0974,3
30965,83564,24121.66,0.0779,3
30966,72673,81948.47,0.0875,5
30967,37851,1579.08,0.0997,3
30968,22646,92821.65,0.0956,2
30969,81779,45348.15,0.0816,4
30970,19152,66185.36,0.0666,2
30971,94063,82108.43,0.0742,5
30972,99489,54551.41,0.0797,1
30973,27757,27807.17,0.0825,3
30974,86146,57355.84,0.0902,1
30975,35217,58612.03,0.0601,4
30976,96385,25377.99,0.0783,5
30977,54849,93337.75,0.0569,2
30978,35191,59268.64,0.0843,4
30979,68098,21253.21,0.0635,3
30980,19025,38316.8,0.0644,1
30981,75489,55516.86,0.0968,3
30982,10430,52611.23,0.0611,5
30983,56184,49209.57,0.0733,3
30984,69617,99879.59,0.0783,2
30985,64536,3414.56,0.0925,3
30986,29195,18921.08,0.0672,3
30987,9263,32728.92,0.0581,4
30988,56643,20856.43,0.0993,2
30989,32095,73440.72,0.0857,3
30990,82663,23313.86,0.0989,4
30991,5402,78357.31,0.0666,4
30992,38733,53011.28,0.087,4
30993,71758,41838.57,0.0571,1
30994,50163,65535.97,0.0777,1
30995,57267,93167.35,0.0755,4
30996,17422,72698.65,0.0945,5
30997,99224,43250.18,0.0932,1
30998,59731,54798.18,0.0588,5
30999,73181,77244.56,0.0841,4
31000,86985,40047.0,0.0781,2
31001,95447,79837.19,0.0709,3
31002,73715,97797.19,0.0998,3
31003,7862,45553.31,0.0639,4
31004,54691,27142.99,0.0728,2
31005,54622,59382.35,0.0824,4
31006,98686,63273.82,0.0917,2
31007,31936,61374.79,0.0727,5
31008,65810,18107.01,0.0978,5
31009,53145,88042.81,0.0785,2
31010,56546,52909.62,0.082,3
31011,62056,30716.28,0.0903,1
31012,55759,56935.26,0.0535,5
31013,29743,57267.03,0.087,2
31014,83261,73163.19,0.0561,2
31015,31303,75845.23,0.0823,5
31016,58707,60954.21,0.0558,3
31017,72731,18329.61,0.0749,2
31018,46925,9007.84,0.0596,2
31019,11351,85221.04,0.0551,3
31020,29340,95431.69,0.0876,2
31021,19154,27866.86,0.0657,1
31022,16800,13669.02,0.0756,5
31023,39405,60956.24,0.0708,3
31024,25098,65136.4,0.0551,3
31025,35110,39990.17,0.0688,4
31026,88034,1636.86,0.0839,5
31027,72253,3589.52,0.0635,4
31028,56678,37507.46,0.0646,4
31029,47949,74344.35,0.0557,4
31030,51802,23511.41,0.084,4
31031,89033,11679.45,0.0649,3
31032,32786,61034.48,0.0608,2
31033,67749,18974.22,0.0574,2
31034,68260,20195.0,0.0844,2
31035,14507,43230.02,0.0882,5
31036,16375,11272.86,0.0927,3
31037,44043,9894.36,0.0946,4
31038,35713,17741.89,0.0944,5
31039,32205,38349.53,0.057,4
31040,63107,11200.34,0.0578,3
31041,74518,41587.62,0.0617,1
31042,87355,66321.19,0.0767,5
31043,24666,31212.75,0.0538,1
31044,49969,42950.68,0.0834,3
31045,4160,7126.03,0.0994,2
31046,94012,68903.47,0.0607,1
31047,29712,86385.06,0.0625,2
31048,7408,48540.97,0.065,4
31049,53753,53427.86,0.0882,1
31050,30472,20723.12,0.051,1
31051,72545,26199.15,0.0616,1
31052,48893,20965.35,0.0981,4
31053,45815,67821.28,0.0836,1
31054,49271,75345.49,0.0803,2
31055,23287,94683.25,0.0634,2
31056,52944,98960.02,0.0957,5
31057,30465,50504.01,0.0776,3
31058,36224,27343.44,0.094,3
31059,73196,19676.75,0.0941,2
31060,91332,47073.92,0.0555,1
31061,24776,64708.03,0.0646,1
31062,31160,37137.48,0.0771,5
31063,58630,81992.41,0.0566,1
31064,52652,47297.14,0.0743,4
31065,97079,90874.73,0.0714,3
31066,48155,93767.59,0.0881,2
31067,3325,23532.79,0.0554,1
31068,97020,4944.75,0.0765,1
31069,9976,18871.89,0.0941,2
31070,27742,14194.35,0.0762,1
31071,5025,63849.92,0.0894,2
31072,47648,67062.65,0.0613,1
31073,29772,72823.19,0.078,2
31074,2966,3210.13,0.078,4
31075,70203,31713.65,0.0903,5
31076,14805,60881.74,0.0538,1
31077,55163,38720.87,0.0751,5
31078,92865,6472.64,0.0614,1
31079,66556,51827.6,0.0629,3
31080,74434,51158.52,0.0939,3
31081,93857,52106.47,0.0623,2
31082,66431,26410.55,0.0597,1
31083,71286,7732.35,0.0985,2
31084,25951,82196.11,0.0529,3
31085,58969,38495.54,0.0581,3
31086,70124,77188.32,0.0885,4
31087,14096,64401.94,0.0826,2
31088,24659,38526.97,0.0833,2
31089,93361,4611.55,0.0982,4
31090,11212,32286.35,0.0967,1
31091,93890,70752.96,0.0753,3
31092,56244,42861.8,0.0709,3
31093,48056,64631.95,0.0959,3
31094,62606,8073.0,0.0592,2
31095,57785,77471.47,0.0657,4
31096,54158,19333.48,0.0535,1
31097,37955,62015.4,0.0546,2
31098,86174,88278.57,0.066,3
31099,90411,69190.69,0.0753,4
31100,97128,42806.77,0.0727,4
31101,61080,79179.86,0.0596,2
31102,81834,2514.59,0.0994,4
31103,39477,7748.85,0.0915,3
31104,65792,61335.0,0.0882,1
31105,97130,11693.99,0.069,1
31106,95510,27256.44,0.093,5
31107,67362,31478.1,0.0634,3
31108,41068,19969.75,0.0946,1
31109,81496,24331.38,0.0783,4
31110,81539,51447.95,0.0916,5
31111,57547,86251.95,0.0997,3
31112,7508,84678.47,0.0673,2
31113,89957,74793.63,0.0577,3
31114,26501,36345.88,0.0775,2
31115,96373,41561.32,0.071,4
31116,4794,11819.66,0.0851,2
31117,75203,62896.89,0.0997,3
31118,40987,12883.58,0.0506,1
31119,76887,94324.34,0.0887,2
31120,87912,76646.16,0.0937,4
31121,51366,61161.22,0.0996,5
31122,257,36576.31,0.0944,1
31123,27930,31130.59,0.0785,4
31124,73217,73979.34,0.0513,3
31125,17531,19245.8,0.0896,5
31126,83255,96798.45,0.0825,4
31127,46399,7670.04,0.0938,5
31128,99993,62917.04,0.0945,1
31129,1528,29905.53,0.0917,2
31130,60473,54135.84,0.0803,2
31131,74175,73138.01,0.0565,2
31132,63252,87034.85,0.084,4
31133,11899,94843.48,0.0902,4
31134,76404,99737.18,0.0727,1
31135,60138,56877.02,0.0867,1
31136,4126,86522.95,0.0591,3
31137,39528,83235.77,0.0596,5
31138,57351,96859.59,0.0965,5
31139,97559,81067.38,0.0552,3
31140,40645,4126.43,0.0895,5
31141,21913,55980.41,0.0753,4
31142,35635,74385.08,0.0856,4
31143,71687,62102.43,0.0774,1
