branch_id,address,phone
976,"555 Maple Ave,Seattle,IL,90001",555-600-4452
977,"5511 Tree Ave,Orlando,NY,98404",555-949-8872
978,"122 Apple Way,Chicago,CA,98404",555-679-9841
979,"123 Main St,Houston,IL,60601",555-523-2398
980,"5511 Tree Ave,Houston,TX,98404",555-032-0204
981,"789 Oak St,New York,FL,10001",555-917-3236
982,"5511 Tree Ave,Seattle,WA,55322",555-624-5742
983,"5511 Tree Ave,Seattle,FL,55322",555-145-9722
984,"555 Maple Ave,Orlando,FL,98404",555-945-5485
985,"123 Main St,Los Angeles,NY,90001",555-858-6404
986,"5511 Tree Ave,Seattle,NY,77001",555-142-5549
987,"555 Maple Ave,Orlando,WA,90001",555-572-3729
988,"555 Maple Ave,Seattle,CA,98404",555-052-9679
989,"456 Elm St,Houston,CA,55322",555-432-4806
990,"456 Elm St,Orlando,CA,10001",555-908-3954
991,"123 Main St,Chicago,WA,90001",555-300-9350
992,"555 Maple Ave,Los Angeles,WA,60601",555-152-2911
993,"122 Apple Way,Chicago,TX,55322",555-233-0446
994,"5511 Tree Ave,Los Angeles,FL,60601",555-404-7799
995,"122 Apple Way,New York,IL,10001",555-764-7037
996,"5511 Tree Ave,Seattle,WA,60601",555-349-2537
997,"456 Elm St,Orlando,IL,10001",555-943-2145
998,"555 Maple Ave,Los Angeles,CA,77001",555-729-6902
999,"456 Elm St,Seattle,NY,90001",555-807-1064
1000,"123 Main St,Chicago,IL,77001",555-676-0791
