transaction_id,account_id,transaction_type,transaction_amount,transaction_date
41080,84394,Withdrawal,-34.22,2023-03-16
41081,75659,Withdrawal,142.31,2023-03-25
41082,70628,Withdrawal,908.58,2023-03-13
41083,2922,Withdrawal,-994.69,2023-03-02
41084,17706,Transfer,-754.04,2023-03-11
41085,1967,Deposit,-647.73,2023-03-21
41086,89023,Withdrawal,33.09,2023-03-02
41087,56867,Withdrawal,-293.75,2023-03-09
41088,32731,Deposit,286.58,2023-03-09
41089,59470,Transfer,-560.96,2023-03-24
41090,7353,Withdrawal,-186.83,2023-03-18
41091,13414,Deposit,925.74,2023-03-19
41092,31303,Transfer,-287.47,2023-03-16
41093,88204,Withdrawal,-769.35,2023-03-26
41094,78819,Transfer,500.99,2023-03-29
41095,13350,Transfer,427.16,2023-03-02
41096,73792,Deposit,-275.23,2023-03-13
41097,15450,Transfer,-752.22,2023-03-23
41098,6128,Withdrawal,745.48,2023-03-18
41099,85694,Withdrawal,186.93,2023-03-05
41100,91747,Withdrawal,871.65,2023-03-09
41101,35000,Transfer,362.77,2023-03-22
41102,45956,Withdrawal,528.83,2023-03-06
41103,74741,Withdrawal,-288.05,2023-03-30
41104,15622,Deposit,-886.5,2023-03-07
41105,40327,Transfer,-517.69,2023-03-14
41106,58008,Deposit,286.16,2023-03-07
41107,86492,Withdrawal,636.4,2023-03-09
41108,71323,Withdrawal,167.14,2023-03-26
41109,28054,Deposit,-870.53,2023-03-25
41110,58703,Deposit,-120.28,2023-03-10
41111,20113,Deposit,23.5,2023-03-09
41112,44143,Transfer,999.5,2023-03-30
41113,55750,Withdrawal,-829.13,2023-03-17
41114,28718,Deposit,-764.49,2023-03-13
41115,67622,Transfer,477.91,2023-03-30
41116,17873,Transfer,-205.76,2023-03-10
41117,70481,Deposit,-560.46,2023-03-12
41118,94482,Withdrawal,-973.85,2023-03-03
41119,42589,Withdrawal,131.57,2023-03-31
41120,9979,Withdrawal,635.46,2023-03-12
41121,71942,Deposit,-629.68,2023-03-27
41122,37154,Withdrawal,232.4,2023-03-28
41123,57175,Deposit,115.3,2023-03-28
41124,25565,Withdrawal,-509.15,2023-03-30
41125,84950,Withdrawal,-982.37,2023-03-12
41126,89294,Transfer,-288.93,2023-03-03
41127,20150,Withdrawal,-368.39,2023-03-25
41128,71809,Withdrawal,-725.66,2023-03-18
41129,97405,Withdrawal,-592.55,2023-03-27
41130,69022,Deposit,-663.49,2023-03-08
41131,67410,Transfer,-399.5,2023-03-28
41132,53933,Transfer,206.14,2023-03-29
41133,36691,Withdrawal,803.16,2023-03-15
41134,78921,Deposit,-328.0,2023-03-11
41135,78341,Withdrawal,-225.8,2023-03-02
41136,47560,Withdrawal,837.4,2023-03-11
41137,8474,Withdrawal,886.44,2023-03-20
41138,16141,Transfer,-253.02,2023-03-11
41139,95394,Transfer,641.6,2023-03-18
41140,80057,Withdrawal,-742.05,2023-03-06
41141,41445,Deposit,-65.55,2023-03-30
41142,77780,Withdrawal,-344.99,2023-03-31
41143,61478,Deposit,347.37,2023-03-01
41144,1126,Transfer,314.96,2023-03-31
41145,69985,Transfer,-502.94,2023-03-08
41146,53133,Withdrawal,-602.81,2023-03-07
41147,56021,Deposit,74.72,2023-03-09
41148,87507,Transfer,712.7,2023-03-07
41149,68179,Withdrawal,-842.84,2023-03-21
41150,222,Withdrawal,129.57,2023-03-19
41151,89494,Withdrawal,-703.37,2023-03-09
41152,40021,Deposit,-472.52,2023-03-23
41153,58589,Deposit,773.13,2023-03-16
41154,27859,Deposit,146.56,2023-03-16
41155,44519,Transfer,650.6,2023-03-09
41156,62635,Transfer,-578.91,2023-03-18
41157,8157,Transfer,786.72,2023-03-23
41158,87126,Deposit,399.54,2023-03-27
41159,9387,Deposit,-540.11,2023-03-18
41160,8473,Withdrawal,452.17,2023-03-11
41161,67794,Deposit,269.01,2023-03-18
41162,41306,Transfer,938.09,2023-03-13
41163,76278,Withdrawal,814.03,2023-03-16
41164,37033,Withdrawal,627.57,2023-03-06
41165,20849,Withdrawal,-190.98,2023-03-08
41166,84765,Transfer,-68.28,2023-03-10
41167,38752,Deposit,594.74,2023-03-14
41168,91808,Withdrawal,-317.1,2023-03-09
41169,66881,Withdrawal,837.22,2023-03-28
41170,37119,Deposit,999.71,2023-03-08
41171,29088,Withdrawal,-949.95,2023-03-28
41172,23550,Deposit,51.49,2023-03-29
41173,85401,Transfer,-772.61,2023-03-01
41174,40159,Withdrawal,228.3,2023-03-23
41175,39946,Transfer,91.57,2023-03-19
41176,97548,Deposit,919.54,2023-03-29
41177,44847,Transfer,-362.84,2023-03-07
41178,62144,Withdrawal,-986.69,2023-03-15
41179,65396,Transfer,-126.48,2023-03-01
41180,64962,Transfer,-405.53,2023-03-11
41181,37089,Deposit,537.09,2023-03-19
41182,30658,Deposit,730.07,2023-03-13
41183,77346,Withdrawal,-44.81,2023-03-02
41184,26241,Withdrawal,-287.28,2023-03-09
41185,98014,Transfer,541.31,2023-03-07
41186,58873,Withdrawal,-277.66,2023-03-01
41187,5220,Withdrawal,802.37,2023-03-25
41188,2101,Deposit,190.61,2023-03-14
41189,8524,Withdrawal,684.56,2023-03-11
41190,99507,Deposit,820.75,2023-03-29
41191,94727,Transfer,-693.19,2023-03-21
41192,63018,Deposit,39.45,2023-03-27
41193,1140,Deposit,-85.33,2023-03-23
41194,12048,Withdrawal,-766.01,2023-03-19
41195,86837,Deposit,201.38,2023-03-18
41196,98182,Deposit,471.98,2023-03-17
41197,81346,Transfer,-367.11,2023-03-13
41198,21052,Deposit,380.42,2023-03-06
41199,38041,Deposit,620.36,2023-03-03
41200,40886,Deposit,687.54,2023-03-31
41201,96229,Withdrawal,-23.42,2023-03-15
41202,67543,Deposit,-753.96,2023-03-10
41203,95112,Transfer,-299.68,2023-03-17
41204,24977,Transfer,-297.16,2023-03-27
41205,73967,Withdrawal,636.41,2023-03-25
41206,87211,Deposit,219.17,2023-03-06
41207,75522,Deposit,389.47,2023-03-04
41208,55292,Deposit,93.66,2023-03-08
41209,56892,Deposit,-31.34,2023-03-18
41210,73245,Deposit,-455.33,2023-03-11
41211,3408,Deposit,-144.11,2023-03-07
41212,94492,Transfer,-812.61,2023-03-28
41213,33316,Withdrawal,738.23,2023-03-01
41214,80606,Deposit,-677.0,2023-03-08
41215,98021,Withdrawal,428.68,2023-03-16
41216,37766,Transfer,-745.18,2023-03-02
41217,42667,Deposit,-67.47,2023-03-15
41218,61269,Withdrawal,-20.43,2023-03-04
41219,18159,Deposit,-358.11,2023-03-19
41220,87876,Withdrawal,848.54,2023-03-28
41221,70844,Transfer,333.39,2023-03-31
41222,17815,Transfer,521.9,2023-03-02
41223,82545,Deposit,-667.53,2023-03-18
41224,46272,Transfer,949.83,2023-03-08
41225,42555,Withdrawal,-216.55,2023-03-06
41226,9272,Deposit,-370.96,2023-03-10
41227,45915,Deposit,-223.83,2023-03-04
41228,23351,Withdrawal,966.9,2023-03-23
41229,25223,Withdrawal,-261.75,2023-03-27
41230,44161,Deposit,-646.51,2023-03-27
41231,82943,Deposit,-34.94,2023-03-01
41232,55383,Withdrawal,717.45,2023-03-09
41233,46445,Withdrawal,728.07,2023-03-27
41234,70534,Transfer,844.44,2023-03-23
41235,66237,Deposit,-402.84,2023-03-22
41236,91275,Transfer,-452.65,2023-03-31
41237,46733,Deposit,-754.17,2023-03-20
41238,54274,Deposit,-754.18,2023-03-10
41239,99064,Deposit,411.06,2023-03-11
41240,73370,Transfer,287.16,2023-03-08
41241,8642,Deposit,731.88,2023-03-10
41242,36781,Deposit,-547.28,2023-03-26
41243,84932,Transfer,-476.23,2023-03-16
41244,95944,Transfer,575.82,2023-03-02
41245,27220,Withdrawal,239.62,2023-03-21
41246,20502,Withdrawal,641.01,2023-03-19
41247,57493,Transfer,496.88,2023-03-07
41248,82914,Deposit,237.97,2023-03-10
41249,57251,Withdrawal,-546.52,2023-03-16
41250,34391,Transfer,-974.51,2023-03-08
41251,48969,Transfer,381.78,2023-03-13
41252,29666,Deposit,202.4,2023-03-01
41253,6381,Deposit,-935.6,2023-03-21
41254,37084,Deposit,-230.79,2023-03-09
41255,79655,Withdrawal,417.09,2023-03-25
41256,96469,Withdrawal,708.6,2023-03-10
41257,54325,Transfer,96.34,2023-03-27
41258,62314,Withdrawal,-244.95,2023-03-03
41259,85562,Withdrawal,-377.33,2023-03-07
41260,74911,Withdrawal,-64.81,2023-03-14
41261,77874,Withdrawal,-165.62,2023-03-17
41262,9507,Withdrawal,658.69,2023-03-17
41263,27250,Withdrawal,-278.21,2023-03-21
41264,29906,Transfer,-274.76,2023-03-18
41265,14904,Deposit,-91.32,2023-03-18
41266,76026,Withdrawal,262.91,2023-03-29
41267,64918,Withdrawal,721.69,2023-03-31
41268,84572,Transfer,-845.18,2023-03-19
41269,2266,Withdrawal,332.77,2023-03-30
41270,17834,Transfer,-26.8,2023-03-02
41271,83974,Withdrawal,85.56,2023-03-21
41272,9645,Withdrawal,-138.78,2023-03-11
41273,90728,Deposit,303.13,2023-03-15
41274,42478,Transfer,-829.66,2023-03-25
41275,49016,Withdrawal,36.86,2023-03-15
41276,61849,Withdrawal,170.05,2023-03-28
41277,13336,Withdrawal,-377.14,2023-03-03
41278,34512,Deposit,852.69,2023-03-29
41279,65587,Deposit,-676.21,2023-03-18
41280,77525,Transfer,931.39,2023-03-29
41281,56806,Withdrawal,322.58,2023-03-21
41282,5069,Withdrawal,-321.35,2023-03-13
41283,52704,Withdrawal,-335.76,2023-03-26
41284,18795,Withdrawal,908.11,2023-03-10
41285,33506,Transfer,865.81,2023-03-05
41286,32331,Withdrawal,-629.48,2023-03-20
41287,77780,Transfer,378.07,2023-03-16
41288,30946,Transfer,546.85,2023-03-28
41289,70537,Deposit,-610.17,2023-03-12
41290,11463,Deposit,365.95,2023-03-14
41291,5706,Withdrawal,356.38,2023-03-18
41292,93189,Withdrawal,-14.52,2023-03-27
41293,19804,Withdrawal,-37.73,2023-03-05
41294,95477,Withdrawal,-531.94,2023-03-07
41295,72527,Withdrawal,828.08,2023-03-08
41296,59222,Transfer,-751.21,2023-03-25
41297,22803,Transfer,822.01,2023-03-26
41298,48052,Transfer,-487.47,2023-03-11
41299,36427,Deposit,622.95,2023-03-05
41300,58285,Deposit,-12.24,2023-03-08
41301,59198,Withdrawal,579.48,2023-03-24
41302,61442,Withdrawal,-894.19,2023-03-16
41303,2158,Transfer,-282.68,2023-03-31
41304,73775,Transfer,-335.5,2023-03-25
41305,85652,Withdrawal,291.2,2023-03-17
41306,15836,Withdrawal,-159.11,2023-03-03
41307,5398,Deposit,937.4,2023-03-31
41308,60354,Deposit,-932.87,2023-03-18
41309,46281,Deposit,98.24,2023-03-20
41310,35818,Deposit,783.42,2023-03-27
41311,32462,Withdrawal,-418.76,2023-03-12
41312,21807,Withdrawal,146.14,2023-03-05
41313,46656,Withdrawal,820.48,2023-03-14
41314,74642,Withdrawal,237.28,2023-03-21
41315,55872,Withdrawal,-707.19,2023-03-26
41316,49884,Deposit,-234.74,2023-03-20
41317,53539,Transfer,-408.92,2023-03-25
41318,77019,Transfer,319.84,2023-03-13
41319,8590,Deposit,-839.32,2023-03-28
41320,96987,Withdrawal,853.76,2023-03-11
41321,18825,Transfer,240.67,2023-03-31
41322,41098,Deposit,842.98,2023-03-24
41323,66591,Transfer,-694.35,2023-03-03
41324,48291,Transfer,14.5,2023-03-13
41325,63957,Transfer,336.08,2023-03-06
41326,64406,Withdrawal,-586.56,2023-03-07
41327,76284,Transfer,-865.85,2023-03-05
41328,26293,Deposit,100.8,2023-03-07
41329,43996,Transfer,-803.32,2023-03-01
41330,95026,Transfer,301.48,2023-03-28
41331,15750,Transfer,699.3,2023-03-25
41332,79903,Transfer,261.9,2023-03-28
41333,49990,Deposit,-200.15,2023-03-12
41334,45598,Deposit,-520.09,2023-03-25
41335,67032,Withdrawal,-727.03,2023-03-19
41336,6417,Deposit,93.13,2023-03-09
41337,39153,Withdrawal,369.05,2023-03-26
41338,76012,Withdrawal,126.82,2023-03-16
41339,9761,Deposit,776.39,2023-03-01
41340,18129,Deposit,-989.85,2023-03-08
41341,10,Deposit,925.03,2023-03-17
41342,7847,Transfer,507.77,2023-03-04
41343,26176,Transfer,484.43,2023-03-06
41344,18192,Transfer,-553.9,2023-03-02
41345,56145,Transfer,483.75,2023-03-02
41346,64337,Deposit,-217.07,2023-03-31
41347,41468,Withdrawal,535.15,2023-03-29
41348,591,Deposit,-550.97,2023-03-11
41349,26629,Deposit,-604.38,2023-03-03
41350,70236,Transfer,-614.86,2023-03-10
41351,50446,Withdrawal,-203.4,2023-03-11
41352,14841,Deposit,315.6,2023-03-23
41353,60031,Withdrawal,328.36,2023-03-06
41354,54721,Transfer,901.0,2023-03-06
41355,5814,Transfer,-563.85,2023-03-09
41356,88005,Withdrawal,-286.07,2023-03-29
41357,72099,Transfer,-524.19,2023-03-18
41358,14374,Transfer,458.22,2023-03-07
41359,72336,Withdrawal,-179.65,2023-03-26
41360,42473,Deposit,49.31,2023-03-20
41361,77395,Transfer,-56.98,2023-03-08
41362,26316,Withdrawal,923.28,2023-03-12
41363,44613,Withdrawal,307.63,2023-03-16
41364,76427,Deposit,-80.67,2023-03-30
41365,65113,Withdrawal,-408.12,2023-03-20
41366,58879,Transfer,203.01,2023-03-16
41367,67782,Transfer,830.8,2023-03-21
41368,12647,Deposit,-555.89,2023-03-12
41369,29782,Withdrawal,-96.0,2023-03-21
41370,44195,Deposit,-579.1,2023-03-07
41371,12882,Deposit,97.64,2023-03-17
41372,27314,Transfer,-955.13,2023-03-24
41373,50009,Deposit,-720.81,2023-03-23
41374,51385,Withdrawal,-31.39,2023-03-03
41375,34748,Transfer,-650.95,2023-03-10
41376,72896,Transfer,-779.31,2023-03-10
41377,73086,Withdrawal,331.56,2023-03-15
41378,28740,Deposit,-774.6,2023-03-08
41379,96200,Transfer,759.65,2023-03-19
41380,20800,Deposit,-106.17,2023-03-17
41381,6043,Deposit,572.55,2023-03-04
41382,66564,Transfer,-694.98,2023-03-14
41383,19708,Deposit,307.68,2023-03-24
41384,14215,Deposit,153.84,2023-03-28
41385,19915,Transfer,445.59,2023-03-31
41386,26018,Transfer,582.11,2023-03-10
41387,12429,Withdrawal,95.65,2023-03-26
41388,37084,Transfer,-873.17,2023-03-26
41389,4269,Withdrawal,23.16,2023-03-07
41390,25862,Transfer,245.02,2023-03-18
41391,28361,Withdrawal,747.53,2023-03-08
41392,22974,Withdrawal,-197.72,2023-03-24
41393,39468,Deposit,42.83,2023-03-10
41394,73882,Transfer,876.77,2023-03-07
41395,70860,Withdrawal,543.04,2023-03-06
41396,92895,Transfer,-701.82,2023-03-09
41397,42777,Transfer,726.36,2023-03-20
41398,60977,Withdrawal,-983.44,2023-03-27
41399,30057,Deposit,-709.07,2023-03-19
41400,53503,Transfer,380.24,2023-03-07
41401,76792,Withdrawal,536.54,2023-03-31
41402,20395,Withdrawal,434.75,2023-03-17
41403,29903,Deposit,-194.38,2023-03-21
41404,7860,Deposit,709.86,2023-03-16
41405,95927,Withdrawal,-887.08,2023-03-19
41406,50305,Withdrawal,171.46,2023-03-09
41407,48819,Withdrawal,-366.6,2023-03-26
41408,73462,Deposit,-654.04,2023-03-01
41409,58388,Withdrawal,-187.34,2023-03-17
41410,46767,Withdrawal,351.9,2023-03-28
41411,81186,Withdrawal,-597.81,2023-03-09
41412,28357,Transfer,145.09,2023-03-15
41413,56005,Deposit,-996.8,2023-03-27
41414,56591,Withdrawal,-206.8,2023-03-10
41415,58045,Deposit,-998.02,2023-03-08
41416,50758,Deposit,246.41,2023-03-06
41417,97242,Withdrawal,580.21,2023-03-19
41418,22130,Deposit,161.7,2023-03-09
41419,83814,Transfer,-631.41,2023-03-02
41420,85581,Deposit,207.23,2023-03-31
41421,90590,Transfer,934.91,2023-03-02
41422,93430,Transfer,369.27,2023-03-03
41423,57195,Withdrawal,-784.41,2023-03-23
41424,80402,Transfer,146.26,2023-03-03
41425,24115,Withdrawal,-448.06,2023-03-07
41426,54774,Withdrawal,-900.26,2023-03-11
41427,57161,Deposit,593.34,2023-03-09
41428,31487,Withdrawal,13.28,2023-03-21
41429,18244,Transfer,219.96,2023-03-30
41430,81586,Deposit,138.03,2023-03-12
41431,93869,Withdrawal,700.28,2023-03-22
41432,4128,Withdrawal,353.39,2023-03-17
41433,26129,Withdrawal,-439.29,2023-03-30
41434,92578,Deposit,216.23,2023-03-10
41435,91128,Deposit,543.44,2023-03-02
41436,74965,Transfer,506.86,2023-03-15
41437,68602,Transfer,987.11,2023-03-07
41438,67309,Transfer,-960.8,2023-03-05
41439,95988,Deposit,-711.1,2023-03-03
41440,2888,Deposit,564.79,2023-03-03
41441,54040,Deposit,670.37,2023-03-13
41442,91806,Withdrawal,-746.83,2023-03-12
41443,70837,Transfer,969.7,2023-03-07
41444,25825,Transfer,762.65,2023-03-23
41445,79215,Deposit,568.12,2023-03-10
41446,31984,Deposit,-991.4,2023-03-03
41447,31560,Deposit,-429.27,2023-03-27
41448,23444,Deposit,549.13,2023-03-29
41449,18798,Transfer,-271.72,2023-03-11
41450,75494,Withdrawal,-700.24,2023-03-12
41451,57016,Transfer,-87.03,2023-03-29
41452,91562,Withdrawal,931.08,2023-03-16
41453,16138,Deposit,108.74,2023-03-17
41454,6560,Deposit,-717.44,2023-03-02
41455,357,Withdrawal,437.23,2023-03-07
41456,57217,Transfer,-663.73,2023-03-06
41457,43518,Transfer,765.23,2023-03-05
41458,66729,Withdrawal,137.26,2023-03-06
41459,45350,Deposit,-886.73,2023-03-11
41460,7871,Transfer,-722.98,2023-03-21
41461,83410,Withdrawal,-969.05,2023-03-23
41462,85134,Deposit,437.95,2023-03-22
41463,86489,Withdrawal,-804.7,2023-03-08
41464,97545,Deposit,475.12,2023-03-26
41465,80405,Withdrawal,-817.25,2023-03-20
41466,26052,Deposit,903.36,2023-03-24
41467,60412,Withdrawal,523.51,2023-03-10
41468,50899,Withdrawal,-627.71,2023-03-01
41469,7151,Withdrawal,-806.14,2023-03-25
41470,40925,Deposit,399.66,2023-03-29
41471,64434,Deposit,-157.58,2023-03-11
41472,40482,Transfer,680.82,2023-03-06
41473,26389,Deposit,334.51,2023-03-15
41474,5951,Withdrawal,350.08,2023-03-25
41475,66931,Transfer,291.16,2023-03-29
41476,98363,Deposit,427.45,2023-03-23
41477,74321,Deposit,0.86,2023-03-26
41478,49851,Deposit,-837.45,2023-03-19
41479,80119,Deposit,-913.1,2023-03-21
41480,90288,Deposit,779.21,2023-03-31
41481,47507,Transfer,-501.79,2023-03-29
41482,66980,Deposit,-430.46,2023-03-27
41483,23497,Deposit,506.47,2023-03-28
41484,25098,Deposit,608.63,2023-03-10
41485,43338,Transfer,244.24,2023-03-31
41486,51755,Transfer,-514.95,2023-03-23
41487,99393,Deposit,-934.17,2023-03-08
41488,22209,Deposit,344.9,2023-03-02
41489,46527,Withdrawal,237.43,2023-03-19
41490,32791,Deposit,-177.02,2023-03-31
41491,41138,Transfer,350.34,2023-03-02
41492,7077,Withdrawal,431.87,2023-03-09
41493,1555,Transfer,-412.61,2023-03-16
41494,47732,Withdrawal,-651.62,2023-03-17
41495,91468,Deposit,708.8,2023-03-07
41496,65075,Deposit,565.15,2023-03-29
41497,12066,Transfer,18.93,2023-03-17
41498,80465,Withdrawal,-681.17,2023-03-17
41499,11329,Withdrawal,712.29,2023-03-02
41500,43916,Deposit,-388.4,2023-03-10
41501,48927,Deposit,-605.44,2023-03-21
41502,92918,Transfer,-758.75,2023-03-29
41503,42115,Withdrawal,-38.99,2023-03-01
41504,33922,Withdrawal,654.33,2023-03-24
41505,96418,Withdrawal,718.53,2023-03-21
41506,73454,Deposit,922.8,2023-03-07
41507,21198,Deposit,-810.54,2023-03-23
41508,73952,Deposit,-915.23,2023-03-26
41509,26326,Transfer,-904.28,2023-03-28
41510,51811,Transfer,-735.16,2023-03-16
41511,67643,Deposit,-580.39,2023-03-17
41512,75964,Withdrawal,-127.22,2023-03-10
41513,19051,Transfer,44.83,2023-03-10
41514,36550,Transfer,-447.15,2023-03-15
41515,77043,Withdrawal,-576.84,2023-03-06
41516,52942,Deposit,182.63,2023-03-12
41517,98923,Deposit,-582.3,2023-03-30
41518,44073,Deposit,840.89,2023-03-03
41519,39796,Transfer,-682.19,2023-03-08
41520,21857,Deposit,323.06,2023-03-14
41521,24809,Transfer,344.83,2023-03-28
41522,4797,Transfer,-685.71,2023-03-13
41523,8805,Withdrawal,-667.48,2023-03-22
41524,43323,Deposit,-476.55,2023-03-18
41525,23682,Transfer,-701.62,2023-03-27
41526,85892,Deposit,-212.85,2023-03-28
41527,54413,Withdrawal,-526.57,2023-03-20
41528,24043,Withdrawal,167.33,2023-03-27
41529,14870,Deposit,-806.04,2023-03-21
41530,19161,Transfer,-127.15,2023-03-23
41531,7460,Withdrawal,-145.35,2023-03-20
41532,29490,Transfer,-586.56,2023-03-17
41533,83532,Deposit,1.97,2023-03-26
41534,48333,Transfer,546.76,2023-03-25
41535,80448,Transfer,425.89,2023-03-15
41536,99546,Withdrawal,-838.25,2023-03-21
41537,5269,Transfer,465.99,2023-03-12
41538,92708,Withdrawal,-306.44,2023-03-22
41539,46459,Withdrawal,-557.73,2023-03-05
41540,93912,Withdrawal,387.1,2023-03-22
41541,93099,Transfer,924.46,2023-03-01
41542,26895,Deposit,-275.96,2023-03-18
41543,46463,Deposit,-888.67,2023-03-19
41544,90708,Deposit,-584.06,2023-03-20
41545,8896,Transfer,365.58,2023-03-25
41546,24175,Deposit,-359.94,2023-03-29
41547,54487,Withdrawal,36.87,2023-03-03
41548,11760,Withdrawal,-213.16,2023-03-25
41549,29039,Withdrawal,-618.96,2023-03-14
41550,29011,Deposit,-934.11,2023-03-11
41551,77383,Deposit,234.07,2023-03-29
41552,46865,Withdrawal,-636.67,2023-03-09
41553,74257,Withdrawal,-313.59,2023-03-28
41554,31720,Transfer,302.46,2023-03-26
41555,75612,Transfer,603.46,2023-03-12
41556,44436,Deposit,-104.62,2023-03-11
41557,91492,Transfer,720.78,2023-03-12
41558,42107,Transfer,611.24,2023-03-06
41559,66060,Withdrawal,924.24,2023-03-12
41560,88612,Withdrawal,984.31,2023-03-04
41561,60935,Deposit,-728.16,2023-03-15
41562,58376,Withdrawal,699.07,2023-03-22
41563,4504,Deposit,-860.05,2023-03-11
41564,83560,Withdrawal,829.61,2023-03-29
41565,41574,Withdrawal,849.68,2023-03-02
41566,59668,Transfer,927.46,2023-03-12
41567,8649,Transfer,243.98,2023-03-06
41568,96119,Transfer,-237.41,2023-03-17
41569,34072,Deposit,-569.3,2023-03-22
41570,65661,Deposit,207.28,2023-03-06
41571,63133,Withdrawal,-579.55,2023-03-13
41572,93635,Withdrawal,-827.93,2023-03-31
41573,48589,Deposit,691.93,2023-03-20
41574,94478,Transfer,211.69,2023-03-08
41575,85491,Deposit,-29.34,2023-03-17
41576,82341,Deposit,816.94,2023-03-17
41577,40555,Deposit,-643.45,2023-03-25
41578,22090,Transfer,929.43,2023-03-24
41579,35013,Withdrawal,42.22,2023-03-13
41580,79584,Deposit,88.9,2023-03-11
41581,23137,Transfer,105.07,2023-03-18
41582,74547,Withdrawal,614.77,2023-03-22
41583,24454,Deposit,816.35,2023-03-16
41584,27893,Deposit,437.73,2023-03-18
41585,27295,Withdrawal,946.23,2023-03-25
41586,14628,Deposit,838.54,2023-03-30
41587,25474,Withdrawal,-455.99,2023-03-12
41588,81487,Deposit,13.72,2023-03-14
41589,91857,Withdrawal,-149.19,2023-03-25
41590,12,Deposit,934.66,2023-03-05
41591,92960,Withdrawal,868.11,2023-03-04
41592,87394,Deposit,-473.34,2023-03-04
41593,56631,Withdrawal,392.38,2023-03-31
41594,2080,Transfer,-895.33,2023-03-07
41595,85900,Withdrawal,883.06,2023-03-17
41596,7653,Withdrawal,-883.2,2023-03-14
41597,93411,Deposit,-276.95,2023-03-09
41598,20299,Deposit,275.0,2023-03-28
41599,88313,Transfer,18.06,2023-03-03
41600,31303,Deposit,1.79,2023-03-07
41601,20454,Deposit,234.47,2023-03-23
41602,84569,Withdrawal,80.93,2023-03-25
41603,77248,Withdrawal,868.49,2023-03-14
41604,42160,Withdrawal,192.63,2023-03-22
41605,69639,Deposit,-889.03,2023-03-06
41606,58084,Withdrawal,-980.91,2023-03-19
41607,50097,Deposit,513.66,2023-03-11
41608,79622,Transfer,-125.2,2023-03-11
41609,33740,Deposit,138.73,2023-03-08
41610,13202,Deposit,36.23,2023-03-29
41611,60612,Transfer,118.9,2023-03-07
41612,69429,Withdrawal,918.81,2023-03-16
41613,31425,Deposit,914.16,2023-03-08
41614,80747,Withdrawal,-216.68,2023-03-18
41615,59008,Deposit,852.82,2023-03-31
41616,59142,Deposit,367.15,2023-03-08
41617,83665,Deposit,70.22,2023-03-28
41618,82966,Deposit,695.42,2023-03-28
41619,40566,Transfer,367.81,2023-03-04
41620,41862,Transfer,-287.94,2023-03-23
41621,94246,Transfer,-727.47,2023-03-18
41622,72201,Transfer,228.16,2023-03-02
41623,14372,Withdrawal,236.41,2023-03-02
41624,62702,Transfer,-600.64,2023-03-30
41625,19867,Transfer,929.31,2023-03-22
41626,62397,Deposit,-322.55,2023-03-12
41627,24094,Transfer,-882.58,2023-03-04
41628,48421,Deposit,-98.48,2023-03-02
41629,91922,Withdrawal,-989.71,2023-03-13
41630,64108,Transfer,370.19,2023-03-10
41631,51322,Withdrawal,-236.45,2023-03-23
41632,85135,Withdrawal,-896.35,2023-03-03
41633,70406,Withdrawal,467.25,2023-03-05
41634,8582,Transfer,-328.94,2023-03-25
41635,2674,Transfer,308.68,2023-03-30
41636,78255,Deposit,-920.71,2023-03-20
41637,31369,Withdrawal,870.57,2023-03-12
41638,90668,Withdrawal,444.24,2023-03-05
41639,47196,Transfer,-539.04,2023-03-29
41640,42228,Deposit,-19.67,2023-03-14
41641,92365,Deposit,761.66,2023-03-27
41642,87053,Deposit,187.13,2023-03-10
41643,81427,Transfer,277.33,2023-03-26
41644,83821,Withdrawal,312.28,2023-03-25
41645,23491,Deposit,986.86,2023-03-30
41646,15192,Transfer,368.82,2023-03-16
41647,19084,Withdrawal,-438.0,2023-03-08
41648,57815,Deposit,504.65,2023-03-09
41649,48478,Withdrawal,870.04,2023-03-22
41650,87778,Withdrawal,803.33,2023-03-25
41651,42462,Withdrawal,-751.56,2023-03-19
41652,5717,Transfer,155.2,2023-03-09
41653,91240,Transfer,-673.27,2023-03-12
41654,42165,Transfer,-187.19,2023-03-18
41655,86788,Deposit,332.39,2023-03-20
41656,9660,Transfer,-552.35,2023-03-21
41657,52765,Deposit,751.62,2023-03-02
41658,47401,Transfer,-245.89,2023-03-05
41659,6724,Deposit,189.45,2023-03-12
41660,4356,Deposit,-824.79,2023-03-22
41661,18147,Transfer,-846.49,2023-03-16
41662,57571,Withdrawal,-460.83,2023-03-13
41663,67319,Transfer,-552.23,2023-03-06
41664,17604,Deposit,-436.24,2023-03-05
41665,25076,Transfer,735.91,2023-03-06
41666,15728,Withdrawal,-547.27,2023-03-28
41667,58687,Transfer,382.83,2023-03-04
41668,20372,Deposit,-761.62,2023-03-23
41669,68856,Transfer,110.23,2023-03-20
41670,87191,Transfer,556.25,2023-03-21
41671,34624,Deposit,249.11,2023-03-13
41672,91897,Transfer,-322.88,2023-03-23
41673,8004,Transfer,-328.28,2023-03-07
41674,98807,Deposit,-525.9,2023-03-06
41675,44917,Deposit,-13.05,2023-03-29
41676,98715,Transfer,-531.28,2023-03-31
41677,44412,Deposit,854.43,2023-03-06
41678,55517,Deposit,-138.44,2023-03-29
41679,80855,Deposit,-355.25,2023-03-03
41680,18969,Transfer,101.08,2023-03-02
41681,85691,Deposit,133.4,2023-03-03
41682,82319,Deposit,-319.53,2023-03-31
